tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0070123	tvEpisode	The Goodies and the Beanstalk	The Goodies and the Beanstalk	0	1973	\N	43	Comedy
tt0073062	tvEpisode	Special: Goodies Rule OK?	Special: Goodies Rule OK?	0	1975	\N	49	Comedy
tt0115922	tvEpisode	Pilot	Pilot	0	1997	\N	51	Comedy,Drama,Romance
tt0124275	tvEpisode	Brotherly Love	Brotherly Love	0	1990	\N	90	Comedy,Drama
tt0278910	tvEpisode	1983 Special	1983 Special	0	1983	\N	90	Comedy,Drama
tt0278911	tvEpisode	1985 Special	1985 Special	0	1985	\N	90	Comedy,Drama
tt0418494	tvEpisode	Innan frosten	Innan frosten	0	2005	\N	89	Crime,Drama,Mystery
tt0452716	tvEpisode	Welcome to the Hellmouth	Welcome to the Hellmouth	0	1997	\N	43	Action,Adventure,Drama
tt0472575	tvEpisode	Byfånen	Byfånen	0	2005	\N	92	Crime,Drama,Mystery
tt0477197	tvEpisode	Bröderna	Bröderna	0	2005	\N	90	Crime,Drama,Mystery
tt0491230	tvEpisode	Afrikanen	Afrikanen	0	2005	\N	88	Crime,Drama,Mystery
tt0491231	tvEpisode	Mörkret	Mörkret	0	2005	\N	89	Crime,Drama,Mystery
tt0495914	tvEpisode	Mastermind	Mastermind	0	2005	\N	98	Crime,Drama,Mystery
tt0509000	tvEpisode	...The Healing Touch	...The Healing Touch	0	1988	\N	54	Comedy,Drama
tt0509001	tvEpisode	A Cat in Hull's Chance	A Cat in Hull's Chance	0	1990	\N	49	Comedy,Drama
tt0509002	tvEpisode	A Dog's Life	A Dog's Life	0	1978	\N	51	Comedy,Drama
tt0509003	tvEpisode	A Dying Breed	A Dying Breed	0	1980	\N	51	Comedy,Drama
tt0509004	tvEpisode	A Friend for Life	A Friend for Life	0	1990	\N	49	Comedy,Drama
tt0509005	tvEpisode	A Grand Memory for Forgetting	A Grand Memory for Forgetting	0	1990	\N	49	Comedy,Drama
tt0509006	tvEpisode	A New Chapter	A New Chapter	0	1988	\N	49	Comedy,Drama
tt0509007	tvEpisode	A Present from Dublin	A Present from Dublin	0	1988	\N	49	Comedy,Drama
tt0509008	tvEpisode	Ace, King, Queen, Jack	Ace, King, Queen, Jack	0	1988	\N	54	Comedy,Drama
tt0509009	tvEpisode	Advice & Consent	Advice & Consent	0	1978	\N	50	Comedy,Drama
tt0509010	tvEpisode	Against the Odds	Against the Odds	0	1988	\N	49	Comedy,Drama
tt0509011	tvEpisode	Alarms & Excursions	Alarms & Excursions	0	1980	\N	51	Comedy,Drama
tt0509012	tvEpisode	Attendant Problems	Attendant Problems	0	1978	\N	49	Comedy,Drama
tt0509013	tvEpisode	Barks and Bites	Barks and Bites	0	1988	\N	54	Comedy,Drama
tt0509014	tvEpisode	Be Prepared	Be Prepared	0	1980	\N	\N	Comedy,Drama
tt0509015	tvEpisode	Big Fish, Little Fish	Big Fish, Little Fish	0	1989	\N	49	Comedy,Drama
tt0509016	tvEpisode	Big Steps and Little 'Uns	Big Steps and Little 'Uns	0	1980	\N	53	Comedy,Drama
tt0509017	tvEpisode	Blood and Water	Blood and Water	0	1989	\N	49	Comedy,Drama
tt0509018	tvEpisode	Breath of Life	Breath of Life	0	1978	\N	52	Comedy,Drama
tt0509019	tvEpisode	Brink of Disaster	Brink of Disaster	0	1980	\N	50	Comedy,Drama
tt0509020	tvEpisode	Bulldog Breed	Bulldog Breed	0	1978	\N	49	Comedy,Drama
tt0509021	tvEpisode	Calf Love	Calf Love	0	1978	\N	50	Comedy,Drama
tt0509022	tvEpisode	Cats and Dogs	Cats and Dogs	0	1978	\N	51	Comedy,Drama
tt0509023	tvEpisode	Charity Begins at Home	Charity Begins at Home	0	1980	\N	51	Comedy,Drama
tt0509024	tvEpisode	Cheques and Balances	Cheques and Balances	0	1988	\N	49	Comedy,Drama
tt0509025	tvEpisode	Choose a Bright Morning	Choose a Bright Morning	0	1988	\N	49	Comedy,Drama
tt0509026	tvEpisode	City Slicker	City Slicker	0	1988	\N	54	Comedy,Drama
tt0509027	tvEpisode	Dog Days	Dog Days	0	1978	\N	50	Comedy,Drama
tt0509028	tvEpisode	Every Dog His Day...	Every Dog His Day...	0	1980	\N	\N	Comedy,Drama
tt0509029	tvEpisode	Faint Hearts	Faint Hearts	0	1978	\N	51	Comedy,Drama
tt0509030	tvEpisode	Fair Means and Fowl	Fair Means and Fowl	0	1978	\N	51	Comedy,Drama
tt0509031	tvEpisode	Food for Thought	Food for Thought	0	1990	\N	49	Comedy,Drama
tt0509032	tvEpisode	For Richer, for Poorer	For Richer, for Poorer	0	1988	\N	54	Comedy,Drama
tt0509033	tvEpisode	Golden Lads and Girls	Golden Lads and Girls	0	1978	\N	51	Comedy,Drama
tt0509034	tvEpisode	Hail Caesar!	Hail Caesar!	0	1988	\N	54	Comedy,Drama
tt0509035	tvEpisode	Hair of the Dog	Hair of the Dog	0	1980	\N	51	Comedy,Drama
tt0509036	tvEpisode	Hampered	Hampered	0	1990	\N	49	Comedy,Drama
tt0509037	tvEpisode	Here and There	Here and There	0	1989	\N	49	Comedy,Drama
tt0509038	tvEpisode	Home and Away	Home and Away	0	1980	\N	51	Comedy,Drama
tt0509039	tvEpisode	Horse Sense	Horse Sense	0	1978	\N	51	Comedy,Drama
tt0509040	tvEpisode	If Music Be the Food of Love	If Music Be the Food of Love	0	1990	\N	49	Comedy,Drama
tt0509041	tvEpisode	If Wishes Were Horses	If Wishes Were Horses	0	1980	\N	52	Comedy,Drama
tt0509042	tvEpisode	In Whom We Trust	In Whom We Trust	0	1989	\N	49	Comedy,Drama
tt0509043	tvEpisode	It Takes All Kinds	It Takes All Kinds	0	1978	\N	48	Comedy,Drama
tt0509044	tvEpisode	Judgement Day	Judgement Day	0	1978	\N	51	Comedy,Drama
tt0509045	tvEpisode	Knowin' How to Do It	Knowin' How to Do It	0	1990	\N	49	Comedy,Drama
tt0509046	tvEpisode	Matters of Life and Death	Matters of Life and Death	0	1980	\N	51	Comedy,Drama
tt0509047	tvEpisode	Mending Fences	Mending Fences	0	1989	\N	49	Comedy,Drama
tt0509048	tvEpisode	Merry Gentlemen	Merry Gentlemen	0	1978	\N	51	Comedy,Drama
tt0509049	tvEpisode	Nothing Like Experience	Nothing Like Experience	0	1978	\N	49	Comedy,Drama
tt0509050	tvEpisode	Old Dogs, New Tricks	Old Dogs, New Tricks	0	1990	\N	49	Comedy,Drama
tt0509051	tvEpisode	One of Nature's Little Miracles	One of Nature's Little Miracles	0	1988	\N	54	Comedy,Drama
tt0509052	tvEpisode	Only One Woof	Only One Woof	0	1988	\N	54	Comedy,Drama
tt0509053	tvEpisode	Out of Practice	Out of Practice	0	1978	\N	50	Comedy,Drama
tt0509054	tvEpisode	Out with the New	Out with the New	0	1990	\N	49	Comedy,Drama
tt0509055	tvEpisode	Pig in the Middle	Pig in the Middle	0	1980	\N	51	Comedy,Drama
tt0509056	tvEpisode	Place of Honour	Place of Honour	0	1988	\N	48	Comedy,Drama
tt0509057	tvEpisode	Plenty to Grouse About	Plenty to Grouse About	0	1979	\N	52	Comedy,Drama
tt0509058	tvEpisode	Practice Makes Perfect	Practice Makes Perfect	0	1978	\N	50	Comedy,Drama
tt0509059	tvEpisode	Pride of Possession	Pride of Possession	0	1978	\N	50	Comedy,Drama
tt0509060	tvEpisode	Promises to Keep	Promises to Keep	0	1990	\N	49	Comedy,Drama
tt0509061	tvEpisode	Puppy Love	Puppy Love	0	1978	\N	50	Comedy,Drama
tt0509062	tvEpisode	Pups, Pigs and Pickle	Pups, Pigs and Pickle	0	1978	\N	52	Comedy,Drama
tt0509063	tvEpisode	Sleeping Partners	Sleeping Partners	0	1978	\N	48	Comedy,Drama
tt0509064	tvEpisode	Spring Fever	Spring Fever	0	1990	\N	49	Comedy,Drama
tt0509065	tvEpisode	The Beauty of the Beast	The Beauty of the Beast	0	1978	\N	50	Comedy,Drama
tt0509066	tvEpisode	The Best Time	The Best Time	0	1989	\N	49	Comedy,Drama
tt0509067	tvEpisode	The Bull with the Bowler Hat	The Bull with the Bowler Hat	0	1988	\N	54	Comedy,Drama
tt0509068	tvEpisode	The Call of the Wild	The Call of the Wild	0	1989	\N	49	Comedy,Drama
tt0509069	tvEpisode	The Course of True Love	The Course of True Love	0	1989	\N	49	Comedy,Drama
tt0509070	tvEpisode	The Female of the Species	The Female of the Species	0	1988	\N	49	Comedy,Drama
tt0509071	tvEpisode	The Jackpot	The Jackpot	0	1988	\N	49	Comedy,Drama
tt0509072	tvEpisode	The Last Furlong	The Last Furlong	0	1978	\N	\N	Comedy,Drama
tt0509073	tvEpisode	The Name of the Game	The Name of the Game	0	1978	\N	50	Comedy,Drama
tt0509074	tvEpisode	The Nelson Touch	The Nelson Touch	0	1989	\N	49	Comedy,Drama
tt0509075	tvEpisode	The New World	The New World	0	1989	\N	49	Comedy,Drama
tt0509076	tvEpisode	The Pig Man Cometh	The Pig Man Cometh	0	1988	\N	53	Comedy,Drama
tt0509077	tvEpisode	The Playing Field	The Playing Field	0	1988	\N	49	Comedy,Drama
tt0509078	tvEpisode	The Prodigal Returns	The Prodigal Returns	0	1990	\N	49	Comedy,Drama
tt0509079	tvEpisode	The Rough and the Smooth	The Rough and the Smooth	0	1989	\N	49	Comedy,Drama
tt0509080	tvEpisode	The Salt of the Earth	The Salt of the Earth	0	1988	\N	49	Comedy,Drama
tt0509081	tvEpisode	Tricks of the Trade	Tricks of the Trade	0	1978	\N	50	Comedy,Drama
tt0509082	tvEpisode	Two of a Kind	Two of a Kind	0	1988	\N	49	Comedy,Drama
tt0509083	tvEpisode	Ways and Means	Ways and Means	0	1978	\N	50	Comedy,Drama
tt0509084	tvEpisode	When Dreams Come True	When Dreams Come True	0	1988	\N	49	Comedy,Drama
tt0509085	tvEpisode	Where Sheep May Safely Graze	Where Sheep May Safely Graze	0	1989	\N	49	Comedy,Drama
tt0509086	tvEpisode	Will to Live	Will to Live	0	1980	\N	51	Comedy,Drama
tt0512821	tvEpisode	A Hole in the World	A Hole in the World	0	2004	\N	44	Action,Adventure,Drama
tt0512822	tvEpisode	A New World	A New World	0	2002	\N	43	Action,Adventure,Drama
tt0512823	tvEpisode	Apocalypse, Nowish	Apocalypse, Nowish	0	2002	\N	41	Action,Adventure,Drama
tt0512824	tvEpisode	Are You Now or Have You Ever Been	Are You Now or Have You Ever Been	0	2000	\N	44	Action,Adventure,Drama
tt0512825	tvEpisode	Awakening	Awakening	0	2003	\N	41	Action,Adventure,Drama
tt0512826	tvEpisode	Belonging	Belonging	0	2001	\N	41	Action,Adventure,Drama
tt0512827	tvEpisode	Benediction	Benediction	0	2002	\N	42	Action,Adventure,Drama
tt0512828	tvEpisode	Billy	Billy	0	2001	\N	43	Action,Adventure,Drama
tt0512829	tvEpisode	Birthday	Birthday	0	2002	\N	42	Action,Adventure,Drama
tt0512830	tvEpisode	Blind Date	Blind Date	0	2000	\N	42	Action,Adventure,Drama
tt0512831	tvEpisode	Blood Money	Blood Money	0	2001	\N	42	Action,Adventure,Drama
tt0512832	tvEpisode	Calvary	Calvary	0	2003	\N	41	Action,Adventure,Drama
tt0512833	tvEpisode	Carpe Noctem	Carpe Noctem	0	2001	\N	42	Action,Adventure,Drama
tt0512834	tvEpisode	City of...	City of...	0	1999	\N	44	Action,Adventure,Drama
tt0512835	tvEpisode	Conviction	Conviction	0	2003	\N	44	Action,Adventure,Drama
tt0512836	tvEpisode	Couplet	Couplet	0	2002	\N	42	Action,Adventure,Drama
tt0512837	tvEpisode	Dad	Dad	0	2001	\N	42	Action,Adventure,Drama
tt0512838	tvEpisode	Damage	Damage	0	2004	\N	43	Action,Adventure,Drama
tt0512839	tvEpisode	Darla	Darla	0	2000	\N	44	Action,Adventure,Drama
tt0512840	tvEpisode	Dead End	Dead End	0	2001	\N	43	Action,Adventure,Drama
tt0512841	tvEpisode	Dear Boy	Dear Boy	0	2000	\N	44	Action,Adventure,Drama
tt0512842	tvEpisode	Deep Down	Deep Down	0	2002	\N	40	Action,Adventure,Drama
tt0512843	tvEpisode	Destiny	Destiny	0	2003	\N	42	Action,Adventure,Drama
tt0512844	tvEpisode	Disharmony	Disharmony	0	2001	\N	43	Action,Adventure,Drama
tt0512845	tvEpisode	Double or Nothing	Double or Nothing	0	2002	\N	43	Action,Adventure,Drama
tt0512846	tvEpisode	Epiphany	Epiphany	0	2001	\N	43	Action,Adventure,Drama
tt0512847	tvEpisode	Eternity	Eternity	0	2000	\N	42	Action,Adventure,Drama
tt0512848	tvEpisode	Expecting	Expecting	0	2000	\N	41	Action,Adventure,Drama
tt0512849	tvEpisode	First Impressions	First Impressions	0	2000	\N	41	Action,Adventure,Drama
tt0512850	tvEpisode	Five by Five	Five by Five	0	2000	\N	41	Action,Adventure,Drama
tt0512851	tvEpisode	Forgiving	Forgiving	0	2002	\N	43	Action,Adventure,Drama
tt0512852	tvEpisode	Fredless	Fredless	0	2001	\N	42	Action,Adventure,Drama
tt0512853	tvEpisode	Ground State	Ground State	0	2002	\N	39	Action,Adventure,Drama
tt0512854	tvEpisode	Guise Will Be Guise	Guise Will Be Guise	0	2000	\N	43	Action,Adventure,Drama
tt0512855	tvEpisode	Habeas Corpses	Habeas Corpses	0	2003	\N	44	Action,Adventure,Drama
tt0512856	tvEpisode	Happy Anniversary	Happy Anniversary	0	2001	\N	42	Action,Adventure,Drama
tt0512857	tvEpisode	Harm's Way	Harm's Way	0	2004	\N	43	Action,Adventure,Drama
tt0512858	tvEpisode	Heartthrob	Heartthrob	0	2001	\N	42	Action,Adventure,Drama
tt0512859	tvEpisode	Hell-Bound	Hell-Bound	0	2003	\N	44	Action,Adventure,Drama
tt0512860	tvEpisode	Hero	Hero	0	1999	\N	41	Action,Adventure,Drama
tt0512861	tvEpisode	Home	Home	0	2003	\N	44	Action,Adventure,Drama
tt0512862	tvEpisode	I Fall to Pieces	I Fall to Pieces	0	1999	\N	43	Action,Adventure,Drama
tt0512863	tvEpisode	I Will Remember You	I Will Remember You	0	1999	\N	43	Action,Adventure,Drama
tt0512864	tvEpisode	I've Got You Under My Skin	I've Got You Under My Skin	0	\N	\N	\N	Action,Adventure,Drama
tt0512865	tvEpisode	In the Dark	In the Dark	0	1999	\N	42	Action,Adventure,Drama
tt0512866	tvEpisode	Inside Out	Inside Out	0	2003	\N	40	Action,Adventure,Drama
tt0512867	tvEpisode	Judgment	Judgment	0	2000	\N	43	Action,Adventure,Drama
tt0512868	tvEpisode	Just Rewards	Just Rewards	0	2003	\N	44	Action,Adventure,Drama
tt0512869	tvEpisode	Life of the Party	Life of the Party	0	2003	\N	43	Action,Adventure,Drama
tt0512870	tvEpisode	Lineage	Lineage	0	2003	\N	43	Action,Adventure,Drama
tt0512871	tvEpisode	Lonely Hearts	Lonely Hearts	0	1999	\N	44	Action,Adventure,Drama
tt0512872	tvEpisode	Long Day's Journey	Long Day's Journey	0	2003	\N	44	Action,Adventure,Drama
tt0512873	tvEpisode	Loyalty	Loyalty	0	2002	\N	42	Action,Adventure,Drama
tt0512874	tvEpisode	Lullaby	Lullaby	0	2001	\N	42	Action,Adventure,Drama
tt0512875	tvEpisode	Not Fade Away	Not Fade Away	0	2004	\N	44	Action,Adventure,Drama
tt0512876	tvEpisode	Offspring	Offspring	0	2001	\N	42	Action,Adventure,Drama
tt0512877	tvEpisode	Origin	Origin	0	2004	\N	42	Action,Adventure,Drama
tt0512878	tvEpisode	Orpheus	Orpheus	0	2003	\N	42	Action,Adventure,Drama
tt0512879	tvEpisode	Over the Rainbow	Over the Rainbow	0	2001	\N	42	Action,Adventure,Drama
tt0512880	tvEpisode	Parting Gifts	Parting Gifts	0	1999	\N	41	Action,Adventure,Drama
tt0512881	tvEpisode	Peace Out	Peace Out	0	2003	\N	43	Action,Adventure,Drama
tt0512882	tvEpisode	Players	Players	0	2003	\N	42	Action,Adventure,Drama
tt0512883	tvEpisode	Power Play	Power Play	0	2004	\N	44	Action,Adventure,Drama
tt0512884	tvEpisode	Provider	Provider	0	2002	\N	42	Action,Adventure,Drama
tt0512885	tvEpisode	Quickening	Quickening	0	2001	\N	41	Action,Adventure,Drama
tt0512886	tvEpisode	Redefinition	Redefinition	0	2001	\N	42	Action,Adventure,Drama
tt0512887	tvEpisode	Release	Release	0	2003	\N	40	Action,Adventure,Drama
tt0512888	tvEpisode	Reprise	Reprise	0	2001	\N	43	Action,Adventure,Drama
tt0512889	tvEpisode	Reunion	Reunion	0	2000	\N	41	Action,Adventure,Drama
tt0512890	tvEpisode	Rm w/a Vu	Rm w/a Vu	0	1999	\N	43	Action,Adventure,Drama
tt0512891	tvEpisode	Sacrifice	Sacrifice	0	2003	\N	40	Action,Adventure,Drama
tt0512892	tvEpisode	Salvage	Salvage	0	2003	\N	41	Action,Adventure,Drama
tt0512893	tvEpisode	Sanctuary	Sanctuary	0	2000	\N	41	Action,Adventure,Drama
tt0512894	tvEpisode	Sense and Sensitivity	Sense and Sensitivity	0	1999	\N	42	Action,Adventure,Drama
tt0512895	tvEpisode	She	She	0	2000	\N	43	Action,Adventure,Drama
tt0512896	tvEpisode	Shells	Shells	0	2004	\N	44	Action,Adventure,Drama
tt0512897	tvEpisode	Shiny Happy People	Shiny Happy People	0	2003	\N	41	Action,Adventure,Drama
tt0512898	tvEpisode	Sleep Tight	Sleep Tight	0	2002	\N	42	Action,Adventure,Drama
tt0512899	tvEpisode	Slouching Toward Bethlehem	Slouching Toward Bethlehem	0	2002	\N	44	Action,Adventure,Drama
tt0512900	tvEpisode	Smile Time	Smile Time	0	2004	\N	43	Action,Adventure,Drama
tt0512901	tvEpisode	Somnambulist	Somnambulist	0	2000	\N	41	Action,Adventure,Drama
tt0512902	tvEpisode	Soul Purpose	Soul Purpose	0	2004	\N	43	Action,Adventure,Drama
tt0512903	tvEpisode	Soulless	Soulless	0	2003	\N	42	Action,Adventure,Drama
tt0512904	tvEpisode	Spin the Bottle	Spin the Bottle	0	2002	\N	44	Action,Adventure,Drama
tt0512905	tvEpisode	Supersymmetry	Supersymmetry	0	2002	\N	42	Action,Adventure,Drama
tt0512906	tvEpisode	That Old Gang of Mine	That Old Gang of Mine	0	2001	\N	43	Action,Adventure,Drama
tt0512907	tvEpisode	That Vision Thing	That Vision Thing	0	2001	\N	42	Action,Adventure,Drama
tt0512908	tvEpisode	The Bachelor Party	The Bachelor Party	0	1999	\N	45	Action,Adventure,Drama
tt0512909	tvEpisode	The Cautionary Tale of Numero Cinco	The Cautionary Tale of Numero Cinco	0	2003	\N	43	Action,Adventure,Drama
tt0512910	tvEpisode	The Girl in Question	The Girl in Question	0	2004	\N	43	Action,Adventure,Drama
tt0512911	tvEpisode	The House Always Wins	The House Always Wins	0	2002	\N	41	Action,Adventure,Drama
tt0512912	tvEpisode	The Magic Bullet	The Magic Bullet	0	2003	\N	41	Action,Adventure,Drama
tt0512913	tvEpisode	The Price	The Price	0	2002	\N	42	Action,Adventure,Drama
tt0512914	tvEpisode	The Prodigal	The Prodigal	0	2000	\N	39	Action,Adventure,Drama
tt0512915	tvEpisode	The Ring	The Ring	0	2000	\N	41	Action,Adventure,Drama
tt0512916	tvEpisode	The Shroud of Rahmon	The Shroud of Rahmon	0	2000	\N	43	Action,Adventure,Drama
tt0512917	tvEpisode	The Thin Dead Line	The Thin Dead Line	0	2001	\N	42	Action,Adventure,Drama
tt0512918	tvEpisode	The Trial	The Trial	0	2000	\N	42	Action,Adventure,Drama
tt0512919	tvEpisode	There's No Place Like Plrtz Glrb	There's No Place Like Plrtz Glrb	0	2001	\N	44	Action,Adventure,Drama
tt0512920	tvEpisode	Through the Looking Glass	Through the Looking Glass	0	2001	\N	43	Action,Adventure,Drama
tt0512921	tvEpisode	Time Bomb	Time Bomb	0	2004	\N	42	Action,Adventure,Drama
tt0512922	tvEpisode	To Shanshu in L.A.	To Shanshu in L.A.	0	2000	\N	42	Action,Adventure,Drama
tt0512923	tvEpisode	Tomorrow	Tomorrow	0	2002	\N	43	Action,Adventure,Drama
tt0512924	tvEpisode	Underneath	Underneath	0	2004	\N	42	Action,Adventure,Drama
tt0512925	tvEpisode	Unleashed	Unleashed	0	2003	\N	43	Action,Adventure,Drama
tt0512926	tvEpisode	Untouched	Untouched	0	2000	\N	44	Action,Adventure,Drama
tt0512927	tvEpisode	Waiting in the Wings	Waiting in the Wings	0	2002	\N	43	Action,Adventure,Drama
tt0512928	tvEpisode	War Zone	War Zone	0	2000	\N	40	Action,Adventure,Drama
tt0512929	tvEpisode	Why We Fight	Why We Fight	0	2004	\N	42	Action,Adventure,Drama
tt0512930	tvEpisode	You're Welcome	You're Welcome	0	2004	\N	44	Action,Adventure,Drama
tt0526544	tvEpisode	A Little Flutter	A Little Flutter	0	2004	\N	24	Comedy
tt0526545	tvEpisode	A Nice Change	A Nice Change	0	2002	\N	24	Comedy
tt0526546	tvEpisode	Blood	Blood	0	2002	\N	24	Comedy
tt0526547	tvEpisode	Cooking the Books	Cooking the Books	0	2000	\N	22	Comedy
tt0526548	tvEpisode	Elephants and Hens	Elephants and Hens	0	2004	\N	24	Comedy
tt0526549	tvEpisode	Fever	Fever	0	2002	\N	24	Comedy
tt0526550	tvEpisode	He's Leaving Home	He's Leaving Home	0	2000	\N	24	Comedy
tt0526551	tvEpisode	Hello Sun	Hello Sun	0	2002	\N	24	Comedy
tt0526552	tvEpisode	Manny Come Home	Manny Come Home	0	2004	\N	25	Comedy
tt0526553	tvEpisode	Manny's First Day	Manny's First Day	0	2000	\N	23	Comedy
tt0526554	tvEpisode	Moo-Ma and Moo-Pa	Moo-Ma and Moo-Pa	0	2004	\N	24	Comedy
tt0526555	tvEpisode	Party	Party	0	2004	\N	24	Comedy
tt0526556	tvEpisode	The Big Lock-Out	The Big Lock-Out	0	2000	\N	25	Comedy
tt0526557	tvEpisode	The Blackout	The Blackout	0	2000	\N	24	Comedy
tt0526558	tvEpisode	The Entertainer	The Entertainer	0	2002	\N	24	Comedy
tt0526559	tvEpisode	The Fixer	The Fixer	0	2002	\N	24	Comedy
tt0526560	tvEpisode	Grapes of Wrath	Grapes of Wrath	0	2000	\N	24	Comedy
tt0526561	tvEpisode	Travel Writer	Travel Writer	0	2004	\N	29	Comedy
tt0529891	tvEpisode	A Boy in a Bush	A Boy in a Bush	0	2005	\N	43	Crime,Drama,Mystery
tt0529892	tvEpisode	A Boy in a Tree	A Boy in a Tree	0	2005	\N	42	Crime,Drama,Mystery
tt0529893	tvEpisode	Pilot	Pilot	0	2005	\N	42	Crime,Drama,Mystery
tt0529894	tvEpisode	The Girl in the Fridge	The Girl in the Fridge	0	2005	\N	43	Crime,Drama,Mystery
tt0529895	tvEpisode	The Man in the Bear	The Man in the Bear	0	2005	\N	42	Crime,Drama,Mystery
tt0529896	tvEpisode	The Man in the Fallout Shelter	The Man in the Fallout Shelter	0	2005	\N	43	Crime,Drama,Mystery
tt0529897	tvEpisode	The Man in the SUV	The Man in the SUV	0	2005	\N	42	Crime,Drama,Mystery
tt0529898	tvEpisode	The Man in the Wall	The Man in the Wall	0	2005	\N	42	Crime,Drama,Mystery
tt0529899	tvEpisode	The Man on Death Row	The Man on Death Row	0	2005	\N	43	Crime,Drama,Mystery
tt0529900	tvEpisode	The Superhero in the Alley	The Superhero in the Alley	0	2006	\N	41	Crime,Drama,Mystery
tt0529901	tvEpisode	The Woman at the Airport	The Woman at the Airport	0	2006	\N	42	Crime,Drama,Mystery
tt0529902	tvEpisode	The Woman in the Garden	The Woman in the Garden	0	2006	\N	42	Crime,Drama,Mystery
tt0529903	tvEpisode	The Woman in the Tunnel	The Woman in the Tunnel	0	2006	\N	43	Crime,Drama,Mystery
tt0530509	tvEpisode	'Til We Meat Again	'Til We Meat Again	0	2005	\N	43	Comedy,Crime,Drama
tt0530510	tvEpisode	A Greater Good	A Greater Good	0	2004	\N	44	Comedy,Crime,Drama
tt0530511	tvEpisode	A Whiff and a Prayer	A Whiff and a Prayer	0	2005	\N	44	Comedy,Crime,Drama
tt0530512	tvEpisode	An Eye for an Eye	An Eye for an Eye	0	2004	\N	44	Comedy,Crime,Drama
tt0530513	tvEpisode	The Ass Fat Jungle	The Ass Fat Jungle	0	2005	\N	44	Comedy,Crime,Drama
tt0530514	tvEpisode	Catch and Release	Catch and Release	0	2004	\N	44	Comedy,Crime,Drama
tt0530515	tvEpisode	Change of Course	Change of Course	0	2004	\N	44	Comedy,Crime,Drama
tt0530516	tvEpisode	Death Be Not Proud	Death Be Not Proud	0	2005	\N	44	Comedy,Crime,Drama
tt0530517	tvEpisode	Finding Nimmo	Finding Nimmo	0	2005	\N	44	Comedy,Crime,Drama
tt0530518	tvEpisode	From Whence We Came	From Whence We Came	0	2005	\N	44	Comedy,Crime,Drama
tt0530519	tvEpisode	Gone	Gone	0	2005	\N	43	Comedy,Crime,Drama
tt0530520	tvEpisode	Head Cases	Head Cases	0	2004	\N	44	Comedy,Crime,Drama
tt0530521	tvEpisode	Helping Hands	Helping Hands	0	2006	\N	44	Comedy,Crime,Drama
tt0530522	tvEpisode	Hired Guns	Hired Guns	0	2004	\N	42	Comedy,Crime,Drama
tt0530523	tvEpisode	It Girls and Beyond	It Girls and Beyond	0	2005	\N	43	Comedy,Crime,Drama
tt0530524	tvEpisode	Legal Deficits	Legal Deficits	0	2005	\N	43	Comedy,Crime,Drama
tt0530525	tvEpisode	Let Sales Ring	Let Sales Ring	0	2005	\N	43	Comedy,Crime,Drama
tt0530526	tvEpisode	Live Big	Live Big	0	2006	\N	44	Comedy,Crime,Drama
tt0530527	tvEpisode	Loose Lips	Loose Lips	0	2004	\N	42	Comedy,Crime,Drama
tt0530528	tvEpisode	Men to Boys	Men to Boys	0	2005	\N	44	Comedy,Crime,Drama
tt0530529	tvEpisode	Questionable Characters	Questionable Characters	0	2004	\N	43	Comedy,Crime,Drama
tt0530530	tvEpisode	Schadenfreude	Schadenfreude	0	2005	\N	44	Comedy,Crime,Drama
tt0530531	tvEpisode	Schmidt Happens	Schmidt Happens	0	2005	\N	42	Comedy,Crime,Drama
tt0530532	tvEpisode	Smile	Smile	0	2006	\N	43	Comedy,Crime,Drama
tt0530533	tvEpisode	Still Crazy After All These Years	Still Crazy After All These Years	0	2004	\N	44	Comedy,Crime,Drama
tt0530534	tvEpisode	The Black Widow	The Black Widow	0	2005	\N	44	Comedy,Crime,Drama
tt0530535	tvEpisode	The Cancer Man Can	The Cancer Man Can	0	2006	\N	43	Comedy,Crime,Drama
tt0530536	tvEpisode	Too Much Information	Too Much Information	0	2006	\N	44	Comedy,Crime,Drama
tt0530537	tvEpisode	Tortured Souls	Tortured Souls	0	2005	\N	43	Comedy,Crime,Drama
tt0530538	tvEpisode	Truly, Madly, Deeply	Truly, Madly, Deeply	0	2005	\N	43	Comedy,Crime,Drama
tt0530539	tvEpisode	Truth Be Told	Truth Be Told	0	2004	\N	43	Comedy,Crime,Drama
tt0530540	tvEpisode	Witches of Mass Destruction	Witches of Mass Destruction	0	2005	\N	44	Comedy,Crime,Drama
tt0533384	tvEpisode	A New Man	A New Man	0	2000	\N	60	Action,Adventure,Drama
tt0533385	tvEpisode	After Life	After Life	0	2001	\N	42	Action,Adventure,Drama
tt0533386	tvEpisode	All the Way	All the Way	0	2001	\N	60	Action,Adventure,Drama
tt0533387	tvEpisode	Amends	Amends	0	1998	\N	60	Action,Adventure,Drama
tt0533388	tvEpisode	Angel	Angel	0	1997	\N	45	Action,Adventure,Drama
tt0533389	tvEpisode	Anne	Anne	0	1998	\N	60	Action,Adventure,Drama
tt0533390	tvEpisode	As You Were	As You Were	0	2002	\N	60	Action,Adventure,Drama
tt0533391	tvEpisode	Bad Eggs	Bad Eggs	0	1998	\N	60	Action,Adventure,Drama
